respondent_id,persona,age_group,gender,city_tier,occupation,monthly_income,order_frequency,meal_type,cuisine_preference,dietary_preference,addon_preference,spend_per_order,max_delivery_fee,subscription_budget,payment_method,max_wait_time,importance_speed,importance_quality,importance_fee,importance_discounts,importance_tracking,switch_trigger,group_ordering,surge_attitude,current_apps,main_frustration,scheduled_delivery,data_comfort,switch_motivation,living_situation,cooking_frequency,order_triggers,festival_ordering,trust_concern,trust_builder,past_switching,churn_reason,food_attitude,discovery_channel,nps_score,complaint_behaviour,will_adopt_raw,will_adopt_binary,is_noisy
R0999,P6_Senior_Homemaker,45-54,Female,Tier-2,Homemaker,15k-30k,Once a month,Late night,Biryani|Desserts|North Indian,Non-vegetarian,Extra roti/naan|Raita/Chutney,Under 100,Up to 15,Up to 49/month,Cash on delivery,45-60 min,3,5,3,3,2,Better discounts,Rarely,Strongly dislike,Zomato|Swiggy|None,Wrong/cold food,Maybe,Uncomfortable,Friend referral|Loyalty rewards,Joint family,Sometimes 3-4/week,Guests at home|Festival/celebration,Durga Puja|Diwali|Eid,No concerns|Unreliable delivery,Friend recommendation,Use multiple apps,Restaurant left,Comfort food lover,Always same places,4,Request refund,Likely will use,1,0
R1000,P2_Price_Sensitive_Student,25-34,Female,Tier-2,Salaried (private),Below 15k,Multiple times/week,Late night,Chinese/Indo-Chinese|Biryani,Non-vegetarian,Extra roti/naan,Under 100,Up to 15,Up to 49/month,UPI,30-45 min,4,3,4,5,4,More restaurants,Rarely,Strongly dislike,None|ONDC|Swiggy,High delivery fee,No,Very comfortable,Local restaurants,Alone (PG/hostel),Every meal,Watching match/movie|Raining/bad weather,Eid|No specific pattern,Payment fraud|No refund,Familiar restaurants,Switched and stayed,Friend recommendation,Health conscious,Instagram/YouTube,4,Leave bad review,Unlikely to use,0,0
R1001,P1_Urban_Professional,25-34,Female,Tier-2,Salaried (private),30k-60k,Multiple times/week,Lunch,Chinese/Indo-Chinese|Fast food|Biryani,Eggetarian,Raita/Chutney,700-1200,Up to 15,100-199/month,Credit card,20-30 min,5,4,3,3,5,Transparent fees,Yes occasionally,Acceptable if justified,Zomato|Swiggy,Late deliveries,Maybe,Comfortable,Loyalty rewards,Nuclear family,Sometimes 3-4/week,Too tired|Guests at home|Watching match/movie,Christmas/New Year,No concerns|No refund,Big discount,Use multiple apps,Restaurant left,Foodie explorer,App recommendation,10,Leave bad review,Definitely will use,1,0
R1002,P3_Family_Weekend_Orderer,35-44,Male,Metro,Self-employed,60k-1L,Once a month,Dinner|Lunch,Desserts,Eggetarian,Papad,100-200,Up to 50,50-99/month,Credit card,30-45 min,4,5,3,4,4,Subscription plan|Better discounts,Yes regularly,Would wait,Zomato,High delivery fee,Yes occasionally,Not at all,Faster delivery|Local restaurants,With parents,Rarely 1-2/week,Watching match/movie|Weekend mood,Diwali,Data/privacy|No refund,Money-back guarantee,Use multiple apps,Bad deliveries,Comfort food lover|Food as fuel,Instagram/YouTube,4,Leave bad review,Likely will use,1,0
R1003,P5_Health_Conscious,25-34,Female,Metro,Student,15k-30k,Multiple times/week,Lunch|Evening snacks,Pizza|Chinese/Indo-Chinese,Pure vegetarian,Papad|Salad,Above 1200,Up to 50,200+/month,UPI,45-60 min,5,5,2,3,4,More restaurants,Yes regularly,Acceptable if justified,Swiggy|Zomato|Direct restaurant,Late deliveries,Yes regularly,Comfortable,Social media|Loyalty rewards,Nuclear family,Sometimes 3-4/week,Watching match/movie|Craving specific dish,No festival ordering,No refund,Familiar restaurants,Never switched,Not applicable,Comfort food lover|Health conscious,App recommendation,4,Contact support,Definitely will use,1,0
R1004,P4_Tier2_Explorer,35-44,Male,Tier-2,Salaried (private),30k-60k,2-3 times/month,Late night,Fast food|Pizza,Jain,Cold drink/Lassi|No sides|Salad,200-400,Up to 15,Not interested,Debit card,45-60 min,3,3,4,4,4,Faster delivery|Better discounts,Rarely,Would wait,Dunzo|Zomato|Swiggy,High delivery fee,Yes regularly,Neutral,Local restaurants,Alone (PG/hostel),Almost always,Festival/celebration|Raining/bad weather|Too tired,Diwali|Christmas/New Year,No refund|Data/privacy,Friend recommendation,Switched and stayed,Friend recommendation,Food as fuel|Brand loyal,Search by cuisine,6,Request refund,Will not use,0,0
R1005,P4_Tier2_Explorer,18-24,Male,Tier-3,Salaried (private),30k-60k,Never,Lunch|Dinner|Late night,South Indian,Pure vegetarian,Papad|Extra roti/naan|Raita/Chutney,200-400,0 (free only),Not interested,UPI,30-45 min,3,4,4,5,3,Better discounts,No always individual,Would wait,None|Zomato|Dunzo,High delivery fee,Maybe,Neutral,Heavy discounts,Joint family,Rarely 1-2/week,Working late|Too tired,Durga Puja,Food quality,Friend recommendation,Never switched,Better discounts elsewhere,Health conscious,Friends/WhatsApp,4,Contact support,Unlikely to use,0,0
R1006,P3_Family_Weekend_Orderer,25-34,Female,Metro,Salaried (private),60k-1L,2-3 times/month,Dinner|Lunch,North Indian|Biryani,Non-vegetarian,Dessert,700-1200,Up to 50,Not interested,Credit card,Under 20 min,3,4,3,3,3,More restaurants|Better discounts,Yes occasionally,Acceptable with notice,Swiggy|Zomato,Late deliveries,Yes regularly,Not at all,Local restaurants,Joint family,Sometimes 3-4/week,Weekend mood|Working late,Holi|Diwali,No refund,App store reviews,Switched and stayed,Restaurant left,Foodie explorer|Trend follower,Browsing ratings,9,Do nothing,Likely will use,1,0
R1007,P3_Family_Weekend_Orderer,45-54,Female,Metro,Salaried (govt),60k-1L,Once a week,Dinner|Lunch,Biryani,Pure vegetarian,Raita/Chutney,700-1200,Up to 50,Not interested,UPI,30-45 min,4,4,3,3,4,Scheduled delivery,Yes regularly,Acceptable if justified,Zomato|Direct restaurant|Swiggy,Late deliveries,Probably not,Very comfortable,Friend referral,Nuclear family,Sometimes 3-4/week,Watching match/movie,Diwali|No festival ordering|Onam,Food quality,Money-back guarantee,Never switched,Price increased,Foodie explorer|Comfort food lover,Friends/WhatsApp,4,Leave bad review,Likely will use,1,0
R1008,P4_Tier2_Explorer,25-34,Female,Tier-2,Self-employed,Below 15k,Once a month,Evening snacks,South Indian|Desserts|North Indian,Non-vegetarian,No sides|Extra roti/naan,Above 1200,Up to 15,Not interested,Credit card,30-45 min,3,3,4,3,2,Better discounts|Faster delivery,No always individual,Strongly dislike,Swiggy|Zomato,Hidden charges,Maybe,Not at all,Local restaurants|Friend referral,Joint family,Sometimes 3-4/week,Weekend mood,Navratri|Christmas/New Year|No specific pattern,Data/privacy|Platform shutting,Big discount,Never switched,Restaurant left,Food as fuel|Brand loyal,App recommendation,10,Leave bad review,Will not use,0,1
R1009,P1_Urban_Professional,25-34,Female,Metro,Salaried (private),30k-60k,Once a week,Late night,Chinese/Indo-Chinese,Vegan,Raita/Chutney|Extra roti/naan|Cold drink/Lassi,400-700,Up to 80,Up to 49/month,UPI,30-45 min,4,5,4,4,4,Better support,Yes occasionally,Strongly dislike,Zomato,Late deliveries,Yes occasionally,Very comfortable,Heavy discounts,With parents,Almost always,Festival/celebration|Working late|Too tired,Christmas/New Year|Diwali,Data/privacy,Familiar restaurants,Switched and stayed,Not applicable,Trend follower|Comfort food lover,Search by cuisine,8,Request refund,Neutral/unsure,0,0
R1010,P2_Price_Sensitive_Student,18-24,Male,Tier-2,Student,15k-30k,Multiple times/week,Lunch|Dinner|Evening snacks,South Indian,Non-vegetarian,No sides|Salad|Cold drink/Lassi,700-1200,Up to 30,Not interested,UPI,45-60 min,5,2,5,4,3,More restaurants|Better discounts,No always individual,Would switch apps,Swiggy|None,Poor support,Maybe,Very comfortable,Nothing - loyal|Loyalty rewards,Nuclear family,Almost always,Working late|Watching match/movie|Festival/celebration,Navratri|Onam,Unreliable delivery,Friend recommendation,Switched and stayed,Restaurant left,Food as fuel,Instagram/YouTube,4,Contact support,Definitely will use,1,0
R1011,P1_Urban_Professional,45-54,Male,Metro,Salaried (private),30k-60k,2-3 times/month,Dinner|Late night|Breakfast,Chinese/Indo-Chinese|Biryani,Vegan,Raita/Chutney|Extra roti/naan,400-700,Up to 30,100-199/month,UPI,Under 20 min,5,4,2,3,4,More restaurants,No always individual,Would switch apps,Direct restaurant|Dunzo,Poor support,Yes regularly,Very comfortable,Friend referral|Heavy discounts,Nuclear family,Never,Weekend mood,Navratri,Unreliable delivery,Familiar restaurants,Use multiple apps,Restaurant left,Trend follower,Friends/WhatsApp,7,Request refund,Likely will use,1,0
R1012,P6_Senior_Homemaker,45-54,Female,Tier-2,Homemaker,15k-30k,Once a month,Late night|Lunch|Dinner,North Indian|Beverages/Chai|Chinese/Indo-Chinese,Pure vegetarian,Dessert|Raita/Chutney,400-700,Up to 30,Not interested,Cash on delivery,30-45 min,3,4,5,2,2,Subscription plan,Rarely,Strongly dislike,Swiggy|None|Direct restaurant,High delivery fee,No,Uncomfortable,Faster delivery|Heavy discounts,Nuclear family,Every meal,Festival/celebration|Guests at home,Diwali|No festival ordering,Payment fraud,Friend recommendation,Never switched,App bugs,Food as fuel,Always same places,7,Request refund,Will not use,0,0
R1013,P5_Health_Conscious,25-34,Female,Metro,Salaried (private),Above 1L,Multiple times/week,Evening snacks,South Indian,Pure vegetarian,Salad,400-700,Up to 30,100-199/month,UPI,20-30 min,5,5,3,2,5,Subscription plan|Faster delivery,Rarely,Acceptable with notice,Swiggy,Wrong/cold food,Yes regularly,Uncomfortable,Friend referral|Heavy discounts,Alone (PG/hostel),Almost always,Too tired|Watching match/movie|Craving specific dish,Diwali|No festival ordering,No refund|Unreliable delivery,Big discount,Use multiple apps,Bad deliveries,Foodie explorer|Comfort food lover,App recommendation,2,Leave bad review,Likely will use,1,0
R1014,P1_Urban_Professional,25-34,Female,Metro,Salaried (private),Above 1L,Multiple times/week,Dinner|Lunch,Healthy/Salads|Fast food|North Indian,Fasting-friendly,Raita/Chutney,200-400,Up to 30,200+/month,UPI,30-45 min,5,5,2,3,4,More restaurants,Yes occasionally,Would wait,Dunzo|Swiggy|Zomato,Hidden charges,Yes occasionally,Very comfortable,Faster delivery,With roommates,Every meal,Working late,Christmas/New Year,Data/privacy,Money-back guarantee,Never used,Better discounts elsewhere,Foodie explorer,Search by cuisine,8,Contact support,Likely will use,1,0
R1015,P4_Tier2_Explorer,18-24,Female,Tier-2,Retired,Below 15k,2-3 times/month,Lunch,Beverages/Chai,Pure vegetarian,Raita/Chutney,Above 1200,More than 80,Not interested,UPI,45-60 min,4,3,5,4,3,Subscription plan|Better discounts,No always individual,Would wait,Zomato,Hidden charges,Yes regularly,Neutral,Heavy discounts,Joint family,Sometimes 3-4/week,Raining/bad weather|Watching match/movie,Navratri|Durga Puja|Diwali,Unreliable delivery|Data/privacy,Money-back guarantee,Never used,Price increased,Brand loyal,Instagram/YouTube,8,Request refund,Neutral/unsure,0,0
R1016,P5_Health_Conscious,25-34,Male,Metro,Salaried (private),Below 15k,Multiple times/week,Evening snacks,Chinese/Indo-Chinese|Beverages/Chai,No preference,No sides,200-400,Up to 80,100-199/month,BNPL,30-45 min,4,5,3,2,4,Faster delivery|More restaurants,No always individual,Acceptable with notice,Swiggy|ONDC,App crashes,Yes occasionally,Very comfortable,Loyalty rewards,With parents,Almost always,Working late,No festival ordering|Durga Puja|Christmas/New Year,Food quality,Big discount,Never switched,Friend recommendation,Health conscious|Food as fuel,Instagram/YouTube,9,Leave bad review,Likely will use,1,0
R1017,P1_Urban_Professional,25-34,Male,Metro,Student,60k-1L,Daily,Lunch|Late night|Dinner,Chinese/Indo-Chinese|South Indian|Fast food,No preference,Papad|Raita/Chutney|Cold drink/Lassi,400-700,Up to 80,50-99/month,UPI,20-30 min,4,3,2,2,5,Faster delivery|More restaurants,Yes regularly,Acceptable with notice,None|Dunzo,Late deliveries,Maybe,Very comfortable,Loyalty rewards,Alone (PG/hostel),Every meal,Raining/bad weather|Too tired|Working late,Holi|Diwali|No specific pattern,Data/privacy|Unreliable delivery,Big discount,Use multiple apps,Bad deliveries,Brand loyal,App recommendation,6,Leave bad review,Likely will use,1,0
R1018,P3_Family_Weekend_Orderer,45-54,Male,Metro,Homemaker,30k-60k,Multiple times/week,Dinner|Lunch,Beverages/Chai|Chinese/Indo-Chinese,Pure vegetarian,Extra roti/naan|Raita/Chutney,400-700,Up to 30,100-199/month,Wallet,30-45 min,3,4,3,4,4,Better support|Subscription plan,Yes regularly,Acceptable with notice,None,App crashes,Maybe,Comfortable,Friend referral,With parents,Almost always,Festival/celebration|Too tired|Raining/bad weather,Holi,No concerns,Friend recommendation,Use multiple apps,Friend recommendation,Comfort food lover|Health conscious,Search by cuisine,1,Request refund,Unlikely to use,0,0
R1019,P5_Health_Conscious,45-54,Female,Tier-2,Homemaker,Above 1L,Once a week,Evening snacks,Chinese/Indo-Chinese|Healthy/Salads|Fast food,Fasting-friendly,No sides|Dessert,400-700,Up to 80,200+/month,UPI,30-45 min,5,5,3,3,3,Better support,Yes occasionally,Acceptable if justified,Zomato,Late deliveries,Probably not,Very comfortable,Loyalty rewards|Faster delivery,Joint family,Almost always,Working late,Eid|Christmas/New Year|No specific pattern,Food quality,Money-back guarantee,Never switched,App bugs,Foodie explorer|Brand loyal,Instagram/YouTube,9,Contact support,Likely will use,1,0
R1020,P1_Urban_Professional,25-34,Male,Metro,Salaried (private),60k-1L,Daily,Late night,Pizza|Chinese/Indo-Chinese|North Indian,Non-vegetarian,Cold drink/Lassi|Raita/Chutney,400-700,Up to 80,200+/month,UPI,20-30 min,5,3,4,4,3,Subscription plan|Faster delivery,Yes occasionally,Would wait,Zomato|Swiggy,App crashes,Maybe,Not at all,Loyalty rewards,With roommates,Almost always,Working late|Watching match/movie,Durga Puja|Diwali|No specific pattern,No refund|Unreliable delivery,Familiar restaurants,Never switched,Not applicable,Foodie explorer,Instagram/YouTube,7,Contact support,Likely will use,1,0
R1021,P3_Family_Weekend_Orderer,35-44,Male,Tier-2,Salaried (private),30k-60k,Once a month,Breakfast|Evening snacks,Desserts|Beverages/Chai,Fasting-friendly,Dessert,Above 1200,Up to 30,50-99/month,UPI,20-30 min,4,5,4,3,4,Faster delivery|More restaurants,Rarely,Would switch apps,None|Direct restaurant|Zomato,No restaurants nearby,Maybe,Neutral,Loyalty rewards|Friend referral,Joint family,Almost always,Too tired|Guests at home,Diwali|Durga Puja,Data/privacy,Money-back guarantee,Switched back,App bugs,Food as fuel|Comfort food lover,Friends/WhatsApp,6,Stop using app,Neutral/unsure,0,0
R1022,P2_Price_Sensitive_Student,25-34,Male,Metro,Student,Below 15k,2-3 times/month,Dinner|Evening snacks|Late night,Pizza,Non-vegetarian,Dessert,100-200,Up to 15,100-199/month,UPI,45-60 min,3,3,5,5,3,Better support|Faster delivery,Yes occasionally,Would wait,None|Zomato|ONDC,Hidden charges,Maybe,Very comfortable,Heavy discounts,Alone (PG/hostel),Sometimes 3-4/week,Watching match/movie|Weekend mood|Raining/bad weather,Holi|Navratri,Platform shutting,Big discount,Use multiple apps,Better discounts elsewhere,Food as fuel,Instagram/YouTube,8,Post social media,Neutral/unsure,0,0
R1023,P5_Health_Conscious,25-34,Female,Metro,Salaried (private),15k-30k,Multiple times/week,Breakfast,Beverages/Chai|Healthy/Salads|North Indian,Vegan,No sides|Raita/Chutney|Salad,200-400,Up to 50,50-99/month,UPI,20-30 min,3,5,4,3,3,More restaurants,Rarely,Acceptable if justified,Swiggy|Direct restaurant|Zomato,Late deliveries,Yes occasionally,Very comfortable,Friend referral,Nuclear family,Every meal,Working late|Too tired|Watching match/movie,Navratri,Data/privacy|No refund,Money-back guarantee,Switched back,Better discounts elsewhere,Food as fuel,App recommendation,9,Contact support,Likely will use,1,0
R1024,P6_Senior_Homemaker,45-54,Female,Tier-2,Retired,Above 1L,Once a month,Dinner|Late night,North Indian|South Indian|Street food,Pure vegetarian,No sides|Salad,400-700,Up to 15,Not interested,Cash on delivery,45-60 min,4,4,5,4,3,More restaurants|Better discounts,Rarely,Would switch apps,Zomato|None|Swiggy,Late deliveries,Probably not,Not at all,Local restaurants|Friend referral,Joint family,Almost always,Festival/celebration,Navratri|Diwali|Eid,Food quality|Payment fraud,Big discount,Switched and stayed,Bad deliveries,Foodie explorer|Comfort food lover,Friends/WhatsApp,5,Request refund,Neutral/unsure,0,0
R1025,P5_Health_Conscious,25-34,Male,Metro,Salaried (private),60k-1L,Multiple times/week,Breakfast,Healthy/Salads|Pizza|Beverages/Chai,Non-vegetarian,Raita/Chutney,400-700,Up to 50,100-199/month,BNPL,20-30 min,5,5,2,2,5,Faster delivery,Rarely,Would wait,Swiggy|Zomato|Direct restaurant,Wrong/cold food,Yes occasionally,Comfortable,Social media,Alone (PG/hostel),Sometimes 3-4/week,Craving specific dish|Raining/bad weather,Onam,Payment fraud,Friend recommendation,Switched back,Better discounts elsewhere,Trend follower|Food as fuel,Browsing ratings,9,Stop using app,Likely will use,1,0
R1026,P2_Price_Sensitive_Student,18-24,Female,Tier-2,Student,Below 15k,Multiple times/week,Late night,Fast food,Non-vegetarian,Cold drink/Lassi,200-400,Up to 15,50-99/month,UPI,20-30 min,3,3,5,4,4,Better discounts,Rarely,Would wait,Zomato|Swiggy,Wrong/cold food,Yes occasionally,Neutral,Social media,Alone (PG/hostel),Never,Raining/bad weather,Durga Puja,No refund,Familiar restaurants,Switched and stayed,Better discounts elsewhere,Brand loyal,Instagram/YouTube,8,Leave bad review,Likely will use,1,0
R1027,P5_Health_Conscious,25-34,Female,Metro,Self-employed,60k-1L,2-3 times/month,Dinner|Late night|Evening snacks,Beverages/Chai|Desserts,Non-vegetarian,Raita/Chutney,400-700,Up to 30,100-199/month,UPI,45-60 min,4,5,3,2,4,Faster delivery|Scheduled delivery,Yes occasionally,Acceptable with notice,Swiggy|Dunzo,Hidden charges,Yes occasionally,Comfortable,Loyalty rewards|Faster delivery,Alone (PG/hostel),Every meal,Festival/celebration|Raining/bad weather,Diwali,Data/privacy|Unreliable delivery,Familiar restaurants,Switched back,Friend recommendation,Trend follower|Health conscious,Search by cuisine,10,Request refund,Likely will use,1,0
R1028,P4_Tier2_Explorer,35-44,Male,Tier-2,Salaried (private),Below 15k,2-3 times/month,Dinner|Lunch,Fast food|Chinese/Indo-Chinese,No preference,Cold drink/Lassi|Papad,Under 100,Up to 15,Up to 49/month,Cash on delivery,20-30 min,4,5,4,5,3,Faster delivery,Yes regularly,Acceptable if justified,Swiggy|Zomato,Wrong/cold food,Yes regularly,Neutral,Friend referral|Local restaurants,Nuclear family,Almost always,Too tired|Craving specific dish,Diwali|Holi|No festival ordering,Unreliable delivery,Big discount,Use multiple apps,Bad deliveries,Trend follower|Foodie explorer,Instagram/YouTube,10,Request refund,Likely will use,1,0
R1029,P2_Price_Sensitive_Student,18-24,Male,Metro,Student,Below 15k,2-3 times/month,Late night|Evening snacks,Biryani,Pure vegetarian,Raita/Chutney|Papad,100-200,Up to 50,Up to 49/month,Cash on delivery,20-30 min,5,4,5,5,2,More restaurants|Subscription plan,Yes regularly,Would wait,Zomato|Swiggy|None,App crashes,No,Comfortable,Heavy discounts,Alone (PG/hostel),Never,Weekend mood,Christmas/New Year,No refund,News/media,Switched and stayed,Restaurant left,Health conscious|Comfort food lover,Friends/WhatsApp,6,Do nothing,Likely will use,1,0
R1030,P4_Tier2_Explorer,25-34,Female,Tier-2,Self-employed,15k-30k,Once a week,Evening snacks,Healthy/Salads|Biryani,Pure vegetarian,Salad|Raita/Chutney,100-200,Up to 30,50-99/month,Cash on delivery,Over 60 min,4,5,5,3,4,Transparent fees|Better support,Yes occasionally,Acceptable with notice,Swiggy,Wrong/cold food,Maybe,Comfortable,Heavy discounts|Friend referral,Joint family,Sometimes 3-4/week,Watching match/movie,Durga Puja,Payment fraud,Friend recommendation,Never switched,Bad deliveries,Foodie explorer,Friends/WhatsApp,10,Contact support,Will not use,0,0
R1031,P1_Urban_Professional,45-54,Male,Metro,Salaried (private),15k-30k,Once a month,Lunch|Evening snacks|Dinner,Biryani|South Indian,Pure vegetarian,No sides|Papad|Salad,Above 1200,Up to 80,Not interested,Credit card,20-30 min,5,3,4,2,4,Transparent fees,Yes regularly,Acceptable with notice,Zomato|ONDC,Poor support,Yes regularly,Neutral,Friend referral,Nuclear family,Never,Too tired|Craving specific dish|Watching match/movie,Holi|Christmas/New Year|Diwali,Data/privacy|Unreliable delivery,Familiar restaurants,Switched and stayed,Price increased,Comfort food lover,Instagram/YouTube,7,Leave bad review,Neutral/unsure,0,0
R1032,P3_Family_Weekend_Orderer,35-44,Female,Metro,Self-employed,15k-30k,Once a week,Lunch|Evening snacks,North Indian,Pure vegetarian,Papad|Salad|Dessert,400-700,Up to 50,100-199/month,Credit card,30-45 min,4,5,3,3,4,Subscription plan,Yes regularly,Acceptable with notice,Swiggy,No restaurants nearby,Yes regularly,Very comfortable,Faster delivery,Nuclear family,Sometimes 3-4/week,Festival/celebration|Guests at home,Diwali|Holi,Platform shutting,Friend recommendation,Never switched,Friend recommendation,Food as fuel,Instagram/YouTube,8,Stop using app,Definitely will use,1,0
R1033,P1_Urban_Professional,25-34,Female,Metro,Salaried (private),Above 1L,Multiple times/week,Dinner,Chinese/Indo-Chinese,Non-vegetarian,Salad|No sides,200-400,Up to 80,100-199/month,UPI,20-30 min,5,5,4,2,4,Better discounts|Subscription plan,Rarely,Acceptable if justified,Swiggy,Wrong/cold food,Yes occasionally,Very comfortable,Friend referral|Faster delivery,Alone (PG/hostel),Almost always,Too tired|Watching match/movie|Working late,Onam,Payment fraud,News/media,Use multiple apps,Bad deliveries,Foodie explorer,App recommendation,2,Contact support,Definitely will use,1,0
R1034,P1_Urban_Professional,35-44,Male,Metro,Self-employed,30k-60k,2-3 times/month,Lunch|Dinner,Chinese/Indo-Chinese|Healthy/Salads,No preference,Cold drink/Lassi|Extra roti/naan|Dessert,200-400,Up to 30,50-99/month,UPI,Over 60 min,4,3,4,4,5,Better support|Transparent fees,Yes regularly,Acceptable with notice,Zomato,High delivery fee,Yes occasionally,Comfortable,Friend referral|Faster delivery,With parents,Almost always,Raining/bad weather|Too tired|Working late,Holi|Christmas/New Year|Diwali,Unreliable delivery,Friend recommendation,Use multiple apps,Bad deliveries,Food as fuel|Foodie explorer,Instagram/YouTube,2,Contact support,Neutral/unsure,0,0
R1035,P1_Urban_Professional,25-34,Male,Tier-2,Freelancer,30k-60k,Once a week,Late night,Chinese/Indo-Chinese,Pure vegetarian,Raita/Chutney,700-1200,Up to 50,100-199/month,Cash on delivery,45-60 min,5,3,3,3,5,Subscription plan|Faster delivery,Rarely,Would switch apps,ONDC|Swiggy|Direct restaurant,Hidden charges,Probably not,Comfortable,Friend referral|Heavy discounts,With parents,Sometimes 3-4/week,Craving specific dish|Too tired,No specific pattern|No festival ordering,Unreliable delivery,Friend recommendation,Use multiple apps,App bugs,Health conscious,Instagram/YouTube,9,Post social media,Definitely will use,1,0
R1036,P3_Family_Weekend_Orderer,25-34,Male,Metro,Self-employed,Above 1L,2-3 times/month,Lunch|Dinner,Fast food|Beverages/Chai|Chinese/Indo-Chinese,Pure vegetarian,Salad|Papad|Raita/Chutney,700-1200,Up to 30,100-199/month,UPI,Over 60 min,3,4,3,3,3,Faster delivery|More restaurants,Yes occasionally,Acceptable with notice,Zomato|Dunzo|Direct restaurant,Poor support,Maybe,Neutral,Faster delivery|Heavy discounts,Nuclear family,Sometimes 3-4/week,Festival/celebration|Guests at home,Eid,Food quality,News/media,Use multiple apps,Better discounts elsewhere,Health conscious|Comfort food lover,Browsing ratings,8,Contact support,Likely will use,1,0
R1037,P2_Price_Sensitive_Student,18-24,Male,Tier-2,Student,15k-30k,Multiple times/week,Lunch,South Indian|Fast food|Desserts,Non-vegetarian,No sides|Dessert|Extra roti/naan,100-200,Up to 15,50-99/month,UPI,45-60 min,3,4,4,4,2,Better discounts|Transparent fees,Yes occasionally,Would wait,Swiggy,Wrong/cold food,Probably not,Very comfortable,Loyalty rewards|Heavy discounts,Alone (PG/hostel),Never,Working late,Eid|Diwali|Holi,Payment fraud,Big discount,Never used,Bad deliveries,Trend follower,Instagram/YouTube,4,Post social media,Definitely will use,1,0
R1038,P4_Tier2_Explorer,35-44,Male,Tier-2,Salaried (private),Below 15k,Once a week,Evening snacks,Pizza|Desserts,Pure vegetarian,Cold drink/Lassi,200-400,Up to 30,Not interested,Debit card,45-60 min,4,5,4,4,2,Scheduled delivery,Yes occasionally,Would wait,Zomato|Swiggy|Dunzo,App crashes,Maybe,Comfortable,Heavy discounts|Local restaurants,With roommates,Every meal,Raining/bad weather|Too tired,No festival ordering|Navratri,Payment fraud,Friend recommendation,Switched and stayed,Bad deliveries,Foodie explorer,Instagram/YouTube,4,Contact support,Neutral/unsure,0,0
R1039,P1_Urban_Professional,35-44,Male,Metro,Salaried (private),60k-1L,Daily,Dinner,Fast food,Pure vegetarian,Cold drink/Lassi|Raita/Chutney|Dessert,700-1200,Up to 50,100-199/month,Wallet,20-30 min,4,4,4,4,5,Scheduled delivery,Rarely,Acceptable if justified,Zomato|Direct restaurant|Swiggy,App crashes,Maybe,Uncomfortable,Loyalty rewards,With parents,Rarely 1-2/week,Weekend mood,No specific pattern|No festival ordering,Payment fraud,News/media,Never switched,App bugs,Trend follower,Instagram/YouTube,8,Contact support,Likely will use,1,0
R1040,P2_Price_Sensitive_Student,18-24,Male,Metro,Student,15k-30k,Multiple times/week,Evening snacks|Late night,Fast food,Non-vegetarian,No sides|Dessert,Under 100,Up to 15,Not interested,UPI,Over 60 min,3,3,3,3,3,Better discounts,No always individual,Would switch apps,Zomato|Swiggy,High delivery fee,Maybe,Very comfortable,Heavy discounts|Faster delivery,With parents,Rarely 1-2/week,Festival/celebration,Diwali,Payment fraud|Unreliable delivery,Friend recommendation,Use multiple apps,Better discounts elsewhere,Comfort food lover|Trend follower,Instagram/YouTube,9,Contact support,Likely will use,1,1
R1041,P3_Family_Weekend_Orderer,45-54,Female,Metro,Salaried (private),60k-1L,2-3 times/month,Lunch|Dinner|Evening snacks,Biryani,Pure vegetarian,Salad,700-1200,More than 80,50-99/month,BNPL,30-45 min,4,4,3,4,4,Scheduled delivery|Faster delivery,Yes regularly,Acceptable with notice,Zomato|Swiggy,App crashes,Yes occasionally,Neutral,Heavy discounts,Nuclear family,Almost always,Guests at home|Weekend mood,Holi|Navratri|No festival ordering,Platform shutting,Friend recommendation,Switched back,Better discounts elsewhere,Foodie explorer|Brand loyal,Friends/WhatsApp,8,Do nothing,Unlikely to use,0,0
R1042,P4_Tier2_Explorer,35-44,Female,Tier-2,Student,15k-30k,2-3 times/month,Dinner,Biryani|Chinese/Indo-Chinese,Non-vegetarian,Dessert|No sides,400-700,Up to 15,50-99/month,Cash on delivery,30-45 min,3,5,4,5,2,Better discounts|Transparent fees,Yes occasionally,Would switch apps,Zomato|Swiggy,Late deliveries,Yes regularly,Very comfortable,Local restaurants|Friend referral,Joint family,Never,Watching match/movie|Working late|Weekend mood,No specific pattern|Diwali,Food quality|Unreliable delivery,Friend recommendation,Never used,Restaurant left,Trend follower|Comfort food lover,Browsing ratings,8,Request refund,Unlikely to use,0,0
R1043,P2_Price_Sensitive_Student,25-34,Prefer not to say,Tier-2,Student,Below 15k,Once a month,Evening snacks|Dinner|Late night,South Indian|Chinese/Indo-Chinese|Healthy/Salads,Non-vegetarian,Raita/Chutney|No sides|Cold drink/Lassi,Under 100,Up to 15,Not interested,UPI,20-30 min,4,3,5,5,4,Transparent fees,Rarely,Acceptable if justified,None|Zomato,High delivery fee,Probably not,Not at all,Heavy discounts|Loyalty rewards,Nuclear family,Rarely 1-2/week,Too tired,Holi|No specific pattern|Navratri,Payment fraud|No refund,Money-back guarantee,Switched back,Friend recommendation,Food as fuel|Health conscious,Instagram/YouTube,7,Request refund,Neutral/unsure,0,0
